Altnernative codes,BLEED_code,Collection_no,Gene Bank Accession,Genus,HTS Queue,ID confirmed,Identified by,Isolated,Material left,NHM,note,Paper,Preservation,Recieved in Oslo,Scraped,SEM info,Sent by,Sequences Recieved,Species,Bock2018::Author,Bock2018::Full,Sample.Location.Date::Coll_date,Sample.Location.Date::Collection_no,Sample.Location.Date::Collector,Sample.Location.Date::Country,Sample.Location.Date::Cruise details,Sample.Location.Date::Day,Sample.Location.Date::Depth 1,Sample.Location.Date::Depth 2,Sample.Location.Date::Location details,Sample.Location.Date::Month,Sample.Location.Date::Place,Sample.Location.Date::Standardized Lat,Sample.Location.Date::Standardized Long,Sample.Location.Date::Station_id,Sample.Location.Date::Year,Worms::Family,Worms::Order
106 (Field code BRY_SG_2019),1507,BRY_SG_2019_Jong,,Beania,,,DPG,,,,"too crappy SEM only this is a new record for SG
 9.8.2019 (EDM LHL)  First isolation failed (major failure 300 pre summer) AND new ones

NEW SG RECORD",,100% ethanol,,,"MHR.3399.BLEED.1507.tif
MHR.3399.BLEED.1507.txt
MHR.3400.BLEED.1507.tif
MHR.3400.BLEED.1507.txt
",,,cookei,,,4.5.2019,BRY_SG_2019_Jong,"Jain, S. S.; Huang, Danwei; Kuklinski, Piotr ",Singapore,,4,13,15,,5,Pulau Jong,1.214,103.787,,2019,Beaniidae,Cheilostomatida
107 (Field code BRY_SG_2019),1508,BRY_SG_2019_Jong,,Caulibugula,,,DPG,,,,,,100% ethanol,,,,,,sp.2,,,4.5.2019,BRY_SG_2019_Jong,"Jain, S. S.; Huang, Danwei; Kuklinski, Piotr ",Singapore,,4,13,15,,5,Pulau Jong,1.214,103.787,,2019,Bugulidae,Cheilostomatida
108 (Field code BRY_SG_2019),1509,BRY_SG_2019_Jong,,Catenicella,,,DPG,,,,,,100% ethanol,,,,,,sp.2,,,4.5.2019,BRY_SG_2019_Jong,"Jain, S. S.; Huang, Danwei; Kuklinski, Piotr ",Singapore,,4,13,15,,5,Pulau Jong,1.214,103.787,,2019,Catenicellidae,Cheilostomatida
109 (Field code BRY_SG_2019),1510,BRY_SG_2019_Tekukor,,Scrupocellaria,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Candidae,Cheilostomatida
110 (Field code BRY_SG_2019),1511,BRY_SG_2019_Tekukor,,Figularia,,,DPG,3.7.2019 (RJSO),,,"Singapore number 110
 9.8.2019 (EDM LHL)  First isolation failed (major failure 300 pre summer) AND new ones
NOT ENOUGH TO redo both isolation and bleach SEM skip!",,100% ethanol,,27.9.2019 (LHL),,,,fissa,"(Hincks, 1880)","Figularia figularis fissa (Hincks, 1880)",6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Cribrilinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1880)","Figularia fissa (Hincks, 1880)",,,,,,,,,,,,,,,,,
111 (Field code BRY_SG_2019),1512,BRY_SG_2019_Tekukor,,Celleporaria,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Lepraliellidae,Cheilostomatida
112 (Field code BRY_SG_2019),1513,BRY_SG_2019_Tekukor,,Codonellina,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Bitectiporidae,Cheilostomatida
113 (Field code BRY_SG_2019),1514,BRY_SG_2019_Tekukor,,Parellisina,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Calloporidae,Cheilostomatida
115 (Field code BRY_SG_2019),1515,BRY_SG_2019_Tekukor,,Celleporaria,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Lepraliellidae,Cheilostomatida
117 (Field code BRY_SG_2019),1516,BRY_SG_2019_Tekukor,,Beania,,,DPG,,Yes,,,,100% ethanol,,,,,,regularis,"Thornely, 1916","BEANIA REGULARIS Thornely, 1916",6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Beaniidae,Cheilostomatida
118 (Field code BRY_SG_2019),1517,BRY_SG_2019_Tekukor,,Parellisina,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Calloporidae,Cheilostomatida
120 (Field code BRY_SG_2019),1518,BRY_SG_2019_Tekukor,,Hippomenella,,,DPG,,,,,,100% ethanol,,,,,,sp.,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Escharinidae,Cheilostomatida
122 (Field code BRY_SG_2019),1519,BRY_SG_2019_Tekukor,"MZ678073,OK244962",Parellisina,20.8.2019 (RJSO),,"Gordon, Dennis, P.",9.8.2019 (RJSO),,NHMO H 1984,"9.8.2019 (RJSO) Qubit 6.51

DPG email 19.3.2021
1519 (Singapore) = Parellisina albida (Hincks, 1880). Singapore is the type locality.
",Orr et al. Fall 2021 MS,100% ethanol,,8.8.2019 (EDM MHR),"
MHR.2907.BLEED.1519.tif
MHR.2907.BLEED.1519.txt
MHR.2908.BLEED.1519.tif
MHR.2908.BLEED.1519.txt

MHR.2939.BLEED.1519.tif
MHR.2939.BLEED.1519.txt
MHR.2940.BLEED.1519.tif
MHR.2940.BLEED.1519.txt",,22.10.2019 (RJSO),albida,"(Hincks, 1880)","Parellisina albida (Hincks, 1880)",6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Calloporidae,Cheilostomatida
123 (Field code BRY_SG_2019),1520,BRY_SG_2019_Tekukor,,Calyptotheca,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Lanceoporidae,Cheilostomatida
124 (Field code BRY_SG_2019),1521,BRY_SG_2019_Tekukor,,Cigclisula,,,DPG,,,,,,100% ethanol,,,,,,occlusa,"(Busk, 1884)","Cigclisula occlusa (Busk, 1884)",6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Colatooeciidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Busk, 1884)","Cigclisula occlusa (Busk, 1884)",,,,,,,,,,,,,,,,,
125 (Field code BRY_SG_2019),1522,BRY_SG_2019_Tekukor,,Triphyllozoon,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Phidoloporidae,Cheilostomatida
126 (Field code BRY_SG_2019),1523,BRY_SG_2019_Tekukor,"MZ677708,MZ67810OK244988",Reptadeonella,27.9.2019 (RJSO),,"Gordon, Dennis, P.",3.7.2019 (RJSO) 8.8.2019 (RJSO),Yes,NHMO H 2011,"First isolation failed (major failure 300 pre summer)

8.8.2019 (RJSO) Qubit 1.27

NEW SG RECORD (Reptadeonella riatanae new species Jain et al. Raff Bull

Mali: 28.4.2020: 1523: It's encrusting

DPG email 19.3.2021
1523 (Singapore) Reptadeonella n. sp. Yep, I believe this is new to science.


DPH: 1523 (Singapore) Reptadeonella n. sp. Yep, I believe this is new to science.
BB: hmm, what a strange little beast. Morphology suggests Reptadeonella but it pops up at the wrong part of the tree...doesn't really look like an Adeona or Adeonellopsis. Is it encrusting?

",Orr et al. Fall 2021 MS,100% ethanol,,27.9.2019 (LHL) 7.8.2019 (EDM MHR),"MHR.2859.BLEED.1523.tif
MHR.2859.BLEED.1523.txt
MHR.2860.BLEED.1523.tif
MHR.2860.BLEED.1523.txt


MHR.2933.BLEED.1523.tif
MHR.2933.BLEED.1523.txt
MHR.2934.BLEED.1523.tif
MHR.2934.BLEED.1523.txt",,26.11.2019 (RJSO),riatanae,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Adeonidae,Cheilostomatida
127 (Field code BRY_SG_2019),1524,BRY_SG_2019_Tekukor,,Nevianipora,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Diaperoeciidae,Cyclostomatida
128 (Field code BRY_SG_2019),1525,BRY_SG_2019_Tekukor,,Microporella,,,DPG,,,,"two tubes, but one tube (cleaned sample) sent back to Danwei Huang 20.9.2021 for vouchering in LCKNHM",,100% ethanol,,,"MHR.9175.BLEED.1525.tif
MHR.9176.BLEED.1525.tif
MHR.9177.BLEED.1525.tif
MHR.9178.BLEED.1525.tif
MHR.9179.BLEED.1525.tif
MHR.9180.BLEED.1525.tif
MHR.9181.BLEED.1525.tif
MHR.9182.BLEED.1525.tif
MHR.9183.BLEED.1525.tif",,,sargassophilia,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Microporellidae,Cheilostomatida
129 (Field code BRY_SG_2019),1526,BRY_SG_2019_Tekukor,,Microporella,,,DPG,,,,,,100% ethanol,,,"MHR.9171.BLEED.1526.tif
MHR.9172.BLEED.1526.tif
MHR.9173.BLEED.1526.tif
MHR.9174.BLEED.1526.tif",,,sargassophilia,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Microporellidae,Cheilostomatida
130 (Field code BRY_SG_2019),1527,BRY_SG_2019_Tekukor,,Microporella,,,DPG,,Yes,,,,100% ethanol,,,,,,sargassophilia,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Microporellidae,Cheilostomatida
131 (Field code BRY_SG_2019),1528,BRY_SG_2019_Tekukor,,Jellyella,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Membraniporidae,Cheilostomatida
132 (Field code BRY_SG_2019),1529,BRY_SG_2019_Tekukor,,Figularia,20.8.2019 (RJSO),,DPG,14.8.2019 (RJSO),No,,"Singapore number 132
9.8.2019 (EDM LHL)  First isolation failed (major failure 300 pre summer) AND new ones

14.8.2019 (RJSO) qubit 77.2


close but bad postion, thrown out of tree?",,100% ethanol,,9.8.2019 (EDM LHL),"
MHR.3001.BLEED.1529.tif
MHR.3001.BLEED.1529.txt
MHR.3002.BLEED.1529.tif
MHR.3002.BLEED.1529.txt

MHR.3677.BLEED.1529.tif
MHR.3677.BLEED.1529.txt
MHR.3678.BLEED.1529.tif
MHR.3678.BLEED.1529.txt
",,22.10.2019 (RJSO),fissa,"(Hincks, 1880)","Figularia figularis fissa (Hincks, 1880)",6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Cribrilinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1880)","Figularia fissa (Hincks, 1880)",,,,,,,,,,,,,,,,,
134 (Field code BRY_SG_2019),1530,BRY_SG_2019_Tekukor,,Hippomenella,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Escharinidae,Cheilostomatida
136 (Field code BRY_SG_2019),1531,BRY_SG_2019_Tekukor,,Celleporaria,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Lepraliellidae,Cheilostomatida
139 (Field code BRY_SG_2019),1532,BRY_SG_2019_Tekukor,"MZ677954,OK244849",Exechonella,20.8.2019 (RJSO),,"Gordon, Dennis, P.",14.8.2019 (RJSO),No,NHMO H 1859,"9.8.2019 (EDM LHL)  First isolation failed (major failure 300 pre summer) AND new ones

14.8.2019 (RJSO) Qubit 14

DPG email 19.3.2021
1532 (Singapore) = Exechonella ?erinacea
LV: Exechonella erinacea (Canu & Bassler, 1929) 
",Orr et al. Fall 2021 MS,100% ethanol,,9.8.2019 (EDM LHL),"MHR.2981.BLEED.1532.tif
MHR.2981.BLEED.1532.txt
MHR.2982.BLEED.1532.tif
MHR.2982.BLEED.1532.txt


MHR.3011.BLEED.1532.tif
MHR.3011.BLEED.1532.txt
MHR.3012.BLEED.1532.tif
MHR.3012.BLEED.1532.txt
",,22.10.2019 (RJSO),erinacea,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Exechonellidae,Cheilostomatida
140 (Field code BRY_SG_2019),1533,BRY_SG_2019_Tekukor,,Hippopodina,2.6.2022 (ullevål),,DPG,,,,"put voucher on microscope slide, don't bleach too fragile.",,100% ethanol,,9.11.2021 (EDM+LHL),"MHR.10343.BLEED.1533.tif
MHR.10344.BLEED.1533.tif
MHR.10345.BLEED.1533.tif
MHR.10346.BLEED.1533.tif

MHR.10174.BLEED.1533.tif
MHR.10173.BLEED.1533.tif

",,5.7.2022,feegeensis,"(Busk, 1884)","Hippopodina feegeensis (Busk, 1884)",6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Hippopodinidae,Cheilostomatida
141 (Field code BRY_SG_2019),1534,BRY_SG_2019_Tekukor,,Figularia,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_Tekukor,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,12,14,,5,Pulau Tekukor,1.23,103.838,,2019,Cribrilinidae,Cheilostomatida
142 (Field code BRY_SG_2019),1535,BRY_SG_2019_StJohns,,Mucropetraliella,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_StJohns,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,4,7,,5,St Johns Island,1.223,103.848,,2019,Petraliellidae,Cheilostomatida
143 (Field code BRY_SG_2019),1536,BRY_SG_2019_StJohns,OK244870,Hippopodina,27.9.2019 (RJSO),,"Gordon, Dennis, P.",19.9.2019 (RJSO),No/yes,NHMO H 1879,"19.9.2019 (RJSO) qubit 27.8

Different colonies on the plastic",Orr et al. Fall 2021 MS,100% ethanol,,17.9.2019 (EDM),"MHR.3589.BLEED.1536.tif
MHR.3589.BLEED.1536.txt
MHR.3590.BLEED.1536.tif
MHR.3590.BLEED.1536.txt

MHR.3647.BLEED.1536.tif
MHR.3647.BLEED.1536.txt
MHR.3648.BLEED.1536.tif
MHR.3648.BLEED.1536.txt

",,26.11.2019 (RJSO),feegeensis,"(Busk, 1884)","Hippopodina feegeensis (Busk, 1884)",6.5.2019,BRY_SG_2019_StJohns,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,4,7,,5,St Johns Island,1.223,103.848,,2019,Hippopodinidae,Cheilostomatida
146 (Field code BRY_SG_2019),1537,BRY_SG_2019_StJohns,,Bantariella,,,DPG,,,,"new record for Singapore (look in fridge)

EDM found only empty tube with ethanol

NEW SG RECOrD",,100% ethanol,,,,,,verticillata,"(Heller, 1867)","Bantariella verticillata (Heller, 1867)",6.5.2019,BRY_SG_2019_StJohns,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,4,7,,5,St Johns Island,1.223,103.848,,2019,Mimosellidae,Ctenostomatida
148 (Field code BRY_SG_2019),1538,BRY_SG_2019_StJohns,,Scrupocellaria,,,DPG,,,,,,100% ethanol,,,,,,,,,6.5.2019,BRY_SG_2019_StJohns,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,4,7,,5,St Johns Island,1.223,103.848,,2019,Candidae,Cheilostomatida
220 (Field code BRY_SG_2019),1538,BRY_SG_2019_ChangiBeach,,Watersipora,,,DPG,,,,,,100% ethanol,,,,,,,,,9.5.2019,BRY_SG_2019_ChangiBeach,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria",Singapore,,9,0,0,intertidal seagrass mud and sand,5,Near Carpark 7 ,1.379,104.004,,2019,Watersiporidae,Cheilostomatida
149 (Field code BRY_SG_2019),1539,BRY_SG_2019_StJohns,,Robertsonidra,,,DPG,3.7.2019 (RJSO),Yes,,,,100% ethanol,,??,,,,argentea,"(Hincks, 1881)","Robertsonidra argentea (Hincks, 1881)",6.5.2019,BRY_SG_2019_StJohns,"Jain, S. S.; Kuklinski, Piotr ",Singapore,,6,4,7,,5,St Johns Island,1.223,103.848,,2019,Robertsonidridae,Cheilostomatida
150 (Field code BRY_SG_2019),1540,BRY_SG_2019_Semakau,"MZ677707,MZ678099,OK244986",Puellina,27.9.2019 (RJSO),,"Gordon, Dennis, P.",20.9.2019 (RJSO),,NHMO H 2009,"20.9.2019 (RJSO) Qubit 12.5

DEnnis email: 24.1.2020:""BLEED.1540: Puellina vicariata (Waters, 1923). Rosso et al. (2018) argued that the subgenera of Puellina should be made genera, so we should now attribute this species to Cribrilaria. I think it’s too soon to make the call so I’m sticking with Puellina. Based on recent literature (notably Tilbrook et al. 2001, Tilbrook 2006), this Singaporean species falls more or less within the morphological range of P. egretta Ryland & Hayward, 1992 from the Great Barrier Reef. There are some minor differences, but whether these are population-level or not is unclear. It’s good that we have material for sequencing. Having said that, there is a little-known species that may actually be a senior synonym of egretta (or very similar to it) and this should be checked out by comparing type material. It is Puellina vicariata (Waters, 1923). Waters stressed the commonness of vicarious kenozooids. These look like autozooids but lack an orifice. They are common in some Singaporean material I examined by SEM last year (back in Wellington). Further, Waters described the avicularium as very long, and that is also the case. Also, Waters’s material came from “Singapore or Philippines”.  All things considered, I think we can call our species P. vicariata. I included this species name in the Tilbrook & Gordon (2016) list based on Harmer’s mention of it (under a different name - radiata).""",Orr et al. Fall 2021 MS,100% ethanol,,,"MHR.3539.BLEED.1540.tif
MHR.3539.BLEED.1540.txt
MHR.3540.BLEED.1540.tif
MHR.3540.BLEED.1540.txt
MHR.3663.BLEED.1540.tif
MHR.3663.BLEED.1540.txt
MHR.3664.BLEED.1540.tif
MHR.3664.BLEED.1540.txt
MHR.3663.BLEED.1540.tif
MHR.3663.BLEED.1540.txt
MHR.3664.BLEED.1540.tif
MHR.3664.BLEED.1540.txt
",,26.11.2019 (RJSO),vicariata,"Waters, 1923","PUELLINA INNOMINATA VICARIATA Waters, 1923",7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Cribrilinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Waters, 1923","Puellina vicariata Waters, 1923",,,,,,,,,,,,,,,,,
152 (Field code BRY_SG_2019),1541,BRY_SG_2019_Semakau,"MZ677775,MZ678173,OK245052",Stylopoma,20.8.2019 (RJSO),,"Gordon, Dennis, P.",3.7.2019 (RJSO) 9.8.2019 (RJSO),Yes,NHMO H 2087,"First isolation failed (major failure 300 pre summer) Singapore number 251
9.8.2019 (RJSO) Qubit 7.01",Orr et al. Fall 2021 MS,100% ethanol,,27.9.2019 (LHL) 8.8.2019 (EDM MHR),"MHR.2909.BLEED.1541.tif
MHR.2909.BLEED.1541.txt
MHR.2910.BLEED.1541.tif
MHR.2910.BLEED.1541.txt
MHR.2967.BLEED.1541.tif
MHR.2967.BLEED.1541.txt
MHR.2968.BLEED.1541.tif
MHR.2968.BLEED.1541.txt",,22.10.2019 (RJSO),viride,"(Thornely, 1905)","Stylopoma viride (Thornely, 1905)",7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Schizoporellidae,Cheilostomatida
153 (Field code BRY_SG_2019),1542,BRY_SG_2019_Semakau,,Puellina,,,DPG,3.7.2019 (RJSO),,,"8.8.2019 (EDM MHR) too little left SKIP (Singapore number 153)
First isolation failed (major failure 300 pre summer) ",,100% ethanol,,27.9.2019 (LHL) 8.8.2019 (EDM MHR),,,,,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Cribrilinidae,Cheilostomatida
154 (Field code BRY_SG_2019),1543,BRY_SG_2019_Semakau,,Stylopoma,,,DPG,3.7.2019 (RJSO),,,nothing left throw away 9.8.2019 (EDM LHL)  First isolation failed (major failure 300 pre summer) AND new ones,,100% ethanol,,27.9.2019 (LHL),,,,no viride,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Schizoporellidae,Cheilostomatida
155 (Field code BRY_SG_2019),1544,BRY_SG_2019_Semakau,,Plesiocleidochasma,,,DPG,,,,,,100% ethanol,,,,,,laterale?,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Phidoloporidae,Cheilostomatida
160 (Field code BRY_SG_2019),1545,BRY_SG_2019_Semakau,,Puellina,,,DPG,,,,,,100% ethanol,,,,,,,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Cribrilinidae,Cheilostomatida
164 (Field code BRY_SG_2019),1546,BRY_SG_2019_Semakau,,Robertsonidra,,,DPG,,,,"
NEW SG RECORD (SP)",,100% ethanol,,,,,,sp.,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Robertsonidridae,Cheilostomatida
165 (Field code BRY_SG_2019),1547,BRY_SG_2019_Semakau,"MZ677776,MZ678174,OK245184",Stylopoma,20.8.2019 (RJSO),,"Di Martino, Emanuela",3.7.2019 (RJSO) 9.8.2019 (RJSO),No,NHMO H 2088,"Singapore number 165 (id'ed as ""Hippaliosina"")
First isolation failed (major failure 300 pre summer) EDM says orifice looks like Stylopoma or calyptotheca

9.8.2019 (RJSO) Qubit 38.8

SG NEW RECORD (SPECIES)

Dennis identified it as Hippaliosina sp but EDM says Stylopoma, send SEM to DPG?",Orr et al. Fall 2021 MS,100% ethanol,,27.9.2019 (LHL) 8.8.2019 (EDM MHR),"MHR.2931.BLEED.1547.tif
MHR.2931.BLEED.1547.txt
MHR.2932.BLEED.1547.tif
MHR.2932.BLEED.1547.txt

MHR.3173.BLEED.1547.tif
MHR.3173.BLEED.1547.txt
MHR.3174.BLEED.1547.tif
MHR.3174.BLEED.1547.txt",,22.10.2019 (RJSO),viride,"(Thornely, 1905)","Stylopoma viride (Thornely, 1905)",7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Schizoporellidae,Cheilostomatida
166 (Field code BRY_SG_2019),1548,BRY_SG_2019_Semakau,,Celleporaria,,,DPG,,,,,,100% ethanol,,,,,,sp.,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Lepraliellidae,Cheilostomatida
167 (Field code BRY_SG_2019),1549,BRY_SG_2019_Semakau,,Stylopoma,,,DPG,,,,,,100% ethanol,,,,,,viride?,,,7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Schizoporellidae,Cheilostomatida
168 (Field code BRY_SG_2019),1550,BRY_SG_2019_Semakau,,Hippopodina,2.6.2022 (ullevål),,EDM,,No,,"two tubes one for sequencing and one for vouchering (SG number 168)

DPG identified as Hippopodina irkensis",,100% ethanol,,9.11.2021 (EDM+LHL),"
MHR.10172.BLEED.1550.tif
MHR.10171.BLEED.1550.tif
MHR.10170.BLEED.1550.tif
MHR.10169.BLEED.1550.tif",,5.7.2022,feegeensis,"(Busk, 1884)","Hippopodina feegeensis (Busk, 1884)",7.5.2019,BRY_SG_2019_Semakau,"Gordon, Dennis P.; Jain, S. S.; Kuklinski, Piotr, Liow, Lee Hsiang; Huang, Danwei,  Tan, Ria;  Yip, Z.T.  ",Singapore,,7,0,0,low tide intertidal,5,Pulau Semakau,1.208,103.755,,2019,Hippopodinidae,Cheilostomatida
