Name_of_file,SEM_no,Bleached,BLEED_no,Date,COMMENTS,
MHR.3010.BLEED.1662,MHR.3010,YES,1662,,,
MHR.3011.BLEED.1532,MHR.3011,YES,1532,,,
MHR.3012.BLEED.1532,MHR.3012,YES,1532,,,
MHR.3013.BLEED.1460,MHR.3013,YES,1460,,,
MHR.3014.BLEED.1460,MHR.3014,YES,1460,,,
MHR.3015.BLEED.1626,MHR.3015,YES,1626,,,
MHR.3016.BLEED.1626,MHR.3016,YES,1626,,,
MHR.3017.BLEED.1635,MHR.3017,YES,1635,,,
MHR.3018.BLEED.1635,MHR.3018,YES,1635,,,
MHR.3019.BLEED.1663,MHR.3019,YES,1663,,,
MHR.3020.BLEED.1663,MHR.3020,YES,1663,,,
MHR.3021.BLEED.1431,MHR.3021,NO,1431,,,
MHR.3022.BLEED.1431,MHR.3022,NO,1431,,,
MHR.3023.BLEED.1499,MHR.3023,NO,1499,,,
MHR.3024.BLEED.1499,MHR.3024,NO,1499,,,
MHR.3025.BLEED.1433,MHR.3025,NO,1433,,,
MHR.3026.BLEED.1433,MHR.3026,NO,1433,,,
MHR.3027.BLEED.1422,MHR.3027,NO,1422,,,
MHR.3028.BLEED.1422,MHR.3028,NO,1422,,,
MHR.3029.BLEED.1679,MHR.3029,NO,1679,,,
MHR.3030.BLEED.1679,MHR.3030,NO,1679,,,
MHR.3031.BLEED.1700,MHR.3031,NO,1700,,,
MHR.3032.BLEED.1700,MHR.3032,NO,1700,,,
MHR.3033.BLEED.1703,MHR.3033,NO,1703,,,
MHR.3034.BLEED.1703,MHR.3034,NO,1703,,,
MHR.3035.BLEED.1695,MHR.3035,NO,1695,,,
MHR.3036.BLEED.1695,MHR.3036,NO,1695,,,
MHR.3037.BLEED.1694,MHR.3037,NO,1694,,,
MHR.3038.BLEED.1694,MHR.3038,NO,1694,,,
MHR.3039.BLEED.1692,MHR.3039,NO,1692,,,
MHR.3040.BLEED.1692,MHR.3040,NO,1692,,,
MHR.3041.BLEED.1674,MHR.3041,NO,1674,,,
MHR.3042.BLEED.1674,MHR.3042,NO,1674,,,
MHR.3043.BLEED.1435,MHR.3043,YES,1435,,,
MHR.3044.BLEED.1435,MHR.3044,YES,1435,,,
MHR.3045.BLEED.1328,MHR.3045,YES,1328,TO BE DONE,,
MHR.3046.BLEED.1328,MHR.3046,YES,1328,TO BE DONE,,
MHR.3047.BLEED.1665,MHR.3047,YES,1665,,,
MHR.3048.BLEED.1665,MHR.3048,YES,1665,,,
MHR.3049.BLEED.1394,MHR.3049,YES,1394,,,
MHR.3050.BLEED.1394,MHR.3050,YES,1394,,,
MHR.3051.BLEED.1344,MHR.3051,YES,1344,,,
MHR.3052.BLEED.1344,MHR.3052,YES,1344,,,
MHR.3053.BLEED.1382,MHR.3053,YES,1382,,,
MHR.3054.BLEED.1382,MHR.3054,YES,1382,,,
MHR.3055.BLEED.1674,MHR.3055,YES,1674,,,
MHR.3056.BLEED.1674,MHR.3056,YES,1674,,,
MHR.3057.BLEED.1694,MHR.3057,YES,1694,,,
MHR.3058.BLEED.1694,MHR.3058,YES,1694,,,
MHR.3059.BLEED.1695,MHR.3059,YES,1695,,,
MHR.3060.BLEED.1695,MHR.3060,YES,1695,,,
MHR.3061.BLEED.1692,MHR.3061,YES,1692,,,
MHR.3062.BLEED.1692,MHR.3062,YES,1692,,,
MHR.3063.BLEED.1703,MHR.3063,YES,1703,,,
MHR.3064.BLEED.1703,MHR.3064,YES,1703,,,
MHR.3065.BLEED.1700,MHR.3065,YES,1700,,,
MHR.3066.BLEED.1700,MHR.3066,YES,1700,,,
MHR.3067.BLEED.1403,MHR.3067,NO,1403,,,
MHR.3068.BLEED.1403,MHR.3068,NO,1403,,,
MHR.3069.BLEED.1670,MHR.3069,NO,1670,,,
MHR.3070.BLEED.1670,MHR.3070,NO,1670,,,
MHR.3071.BLEED.1424,MHR.3071,YES,1424,,,
MHR.3072.BLEED.1424,MHR.3072,YES,1424,,,
MHR.3073.BLEED.1434,MHR.3073,YES,1434,,,
MHR.3074.BLEED.1434,MHR.3074,YES,1434,,,
MHR.3075.BLEED.1494,MHR.3075,YES,1494,,,
MHR.3076.BLEED.1494,MHR.3076,YES,1494,,,
MHR.3077.BLEED.1334,MHR.3077,YES,1334,,,
MHR.3078.BLEED.1334,MHR.3078,YES,1334,,,
MHR.3079.BLEED.1653,MHR.3079,YES,1653,,,
MHR.3080.BLEED.1653,MHR.3080,YES,1653,,,
MHR.3081.BLEED.1679,MHR.3081,YES,1679,,,
MHR.3082.BLEED.1679,MHR.3082,YES,1679,,,
MHR.3083.BLEED.1670,MHR.3083,YES,1670,,,
MHR.3084.BLEED.1670,MHR.3084,YES,1670,,,
MHR.3085.BLEED.1666,MHR.3085,NO,1666,,,
MHR.3086.BLEED.1666,MHR.3086,NO,1666,,,
MHR.3087.BLEED.1689,MHR.3087,NO,1689,,,
MHR.3088.BLEED.1689,MHR.3088,NO,1689,,,
MHR.3089.BLEED.1684,MHR.3089,NO,1684,,,
MHR.3090.BLEED.1684,MHR.3090,NO,1684,,,
MHR.3091.BLEED.1672,MHR.3091,NO,1672,,,
MHR.3092.BLEED.1672,MHR.3092,NO,1672,,,
MHR.3093.BLEED.1676,MHR.3093,NO,1676,,,
MHR.3094.BLEED.1676,MHR.3094,NO,1676,,,
MHR.3095.BLEED.1678,MHR.3095,NO,1678,,,
MHR.3096.BLEED.1678,MHR.3096,NO,1678,,,
MHR.3097.BLEED.1431,MHR.3097,YES,1431,,,
MHR.3098.BLEED.1431,MHR.3098,YES,1431,,,
MHR.3099.BLEED.1436,MHR.3099,YES,1436,,,
MHR.3100.BLEED.1436,MHR.3100,YES,1436,,,
MHR.3101.BLEED.1600,MHR.3101,YES,1600,,,
MHR.3102.BLEED.1600,MHR.3102,YES,1600,X60 INSTEAD OF X80,,
MHR.3103.BLEED.1685,MHR.3103,NO,1685,,,
MHR.3104.BLEED.1685,MHR.3104,NO,1685,,,
MHR.3105.BLEED.1668,MHR.3105,NO,1668,,,
MHR.3106.BLEED.1668,MHR.3106,NO,1668,,,
MHR.3107.BLEED.1702,MHR.3107,NO,1702,,,
MHR.3108.BLEED.1702,MHR.3108,NO,1702,,,
MHR.3109.BLEED.1697,MHR.3109,NO,1697,,,
MHR.3110.BLEED.1697,MHR.3110,NO,1697,,,
MHR.3111.BLEED.1698,MHR.3111,NO,1698,,,
MHR.3112.BLEED.1698,MHR.3112,NO,1698,,,
MHR.3113.BLEED.1677,MHR.3113,NO,1677,,,
MHR.3114.BLEED.1677,MHR.3114,NO,1677,,,
MHR.3115.BLEED.1705,MHR.3115,NO,1705,,,
MHR.3116.BLEED.1705,MHR.3116,NO,1705,X60 INSTEAD OF X80,,
MHR.3117.BLEED.1701,MHR.3117,NO,1701,,,
MHR.3118.BLEED.1701,MHR.3118,NO,1701,,,
MHR.3119.BLEED.1363,MHR.3119,NO,1363,,,
MHR.3120.BLEED.1363,MHR.3120,NO,1363,,,
MHR.3121.BLEED.1687,MHR.3121,NO,1687,,,
MHR.3122.BLEED.1687,MHR.3122,NO,1687,,,
MHR.3123.BLEED.1673,MHR.3123,NO,1673,,,
MHR.3124.BLEED.1673,MHR.3124,NO,1673,,,
MHR.3125.BLEED.1693,MHR.3125,NO,1693,,,
MHR.3126.BLEED.1693,MHR.3126,NO,1693,,,
MHR.3127.BLEED.1699,MHR.3127,NO,1699,,,
MHR.3128.BLEED.1699,MHR.3128,NO,1699,,,
MHR.3129.BLEED.1704,MHR.3129,NO,1704,,,
MHR.3130.BLEED.1704,MHR.3130,NO,1704,,,
MHR.3131.BLEED.1707,MHR.3131,NO,1707,,,
MHR.3132.BLEED.1707,MHR.3132,NO,1707,X60 INSTEAD OF X80,,
MHR.3133.BLEED.1722,MHR.3133,NO,1722,,,
MHR.3134.BLEED.1722,MHR.3134,NO,1722,X50 INSTEAD of x80,,
MHR.3135.BLEED.1719,MHR.3135,NO,1719,,,
MHR.3136.BLEED.1719,MHR.3136,NO,1719,X50 INSTEAD of x80,,
MHR.3137.BLEED.1720,MHR.3137,NO,1720,,,
MHR.3138.BLEED.1720,MHR.3138,NO,1720,,,
MHR.3139.BLEED.1721,MHR.3139,NO,1721,,,
MHR.3140.BLEED.1721,MHR.3140,NO,1721,,,
MHR.3141.BLEED.1716,MHR.3141,NO,1716,,,
MHR.3142.BLEED.1716,MHR.3142,NO,1716,X50 INSTEAD of x80,,
MHR.3143.BLEED.1265,MHR.3143,NO,1265,,,
MHR.3144.BLEED.1265,MHR.3144,NO,1265,,,
MHR.3145.BLEED.1299a,MHR.3145,NO,1299A,,,
MHR.3146.BLEED.1299a,MHR.3146,NO,1299A,,,
MHR.3147.BLEED.1697,MHR.3147,YES,1697,,,
MHR.3148.BLEED.1697,MHR.3148,YES,1697,,,
MHR.3149.BLEED.1698,MHR.3149,YES,1698,,,
MHR.3150.BLEED.1698,MHR.3150,YES,1698,,,
MHR.3151.BLEED.1677,MHR.3151,YES,1677,,,
MHR.3152.BLEED.1677,MHR.3152,YES,1677,,,
MHR.3153.BLEED.1707,MHR.3153,YES,1707,,,
MHR.3154.BLEED.1707,MHR.3154,YES,1707,X60 INSTEAD OF X80,,
MHR.3155.BLEED.1363,MHR.3155,YES,1363,,,
MHR.3156.BLEED.1363,MHR.3156,YES,1363,,,
MHR.3157.BLEED.1705,MHR.3157,YES,1705,,,
MHR.3158.BLEED.1705,MHR.3158,YES,1705,X50 INSTEAD of x80,,
MHR.3159.BLEED.1668,MHR.3159,YES,1668,,,
MHR.3160.BLEED.1668,MHR.3160,YES,1668,,,
MHR.3161.BLEED.1713,MHR.3161,NO,1713,,,
MHR.3162.BLEED.1713,MHR.3162,NO,1713,,,
MHR.3163.BLEED.1712,MHR.3163,NO,1712,,,
MHR.3164.BLEED.1712,MHR.3164,NO,1712,,,
MHR.3165.BLEED.1709,MHR.3165,NO,1709,,,
MHR.3166.BLEED.1709,MHR.3166,NO,1709,X60 INSTEAD OF X80,,
MHR.3167.BLEED.1708,MHR.3167,NO,1708,,,
MHR.3168.BLEED.1708,MHR.3168,NO,1708,X60 INSTEAD OF X80,,
MHR.3169.BLEED.1710,MHR.3169,NO,1710,,,
MHR.3170.BLEED.1710,MHR.3170,NO,1710,,,
MHR.3171.BLEED.1685,MHR.3171,YES,1685,,,
MHR.3172.BLEED.1685,MHR.3172,YES,1685,,,
MHR.3173.BLEED.1547,MHR.3173,YES,1547,,,
MHR.3174.BLEED.1547,MHR.3174,YES,1547,,,
MHR.3175.BLEED.1755,MHR.3175,NO,1755,,,
MHR.3176.BLEED.1755,MHR.3176,NO,1755,,,
MHR.3177.BLEED.1754,MHR.3177,NO,1754,,,
MHR.3178.BLEED.1754,MHR.3178,NO,1754,,,
MHR.3179.BLEED.1750,MHR.3179,NO,1750,,,
MHR.3180.BLEED.1750,MHR.3180,NO,1750,,,
MHR.3181.BLEED.1747,MHR.3181,NO,1747,,,
MHR.3182.BLEED.1747,MHR.3182,NO,1747,,,
MHR.3183.BLEED.1757,MHR.3183,NO,1757,,,
MHR.3184.BLEED.1757,MHR.3184,NO,1757,,,
MHR.3185.BLEED.1666,MHR.3185,YES,1666,,,
MHR.3186.BLEED.1666,MHR.3186,YES,1666,,,
MHR.3187.BLEED.1712,MHR.3187,YES,1712,,,
MHR.3188.BLEED.1712,MHR.3188,YES,1712,,,
MHR.3189.BLEED.1709,MHR.3189,YES,1709,,,
MHR.3190.BLEED.1709,MHR.3190,YES,1709,X60 INSTEAD OF X80,,
MHR.3191.BLEED.1719,MHR.3191,YES,1719,,,
MHR.3192.BLEED.1719,MHR.3192,YES,1719,X50 INSTEAD of x80,,
MHR.3193.BLEED.1689,MHR.3193,YES,1689,,,
MHR.3194.BLEED.1689,MHR.3194,YES,1689,,,
MHR.3195.BLEED.1265,MHR.3195,YES,1265,,,
MHR.3196.BLEED.1265,MHR.3196,YES,1265,,,
MHR.3197.BLEED.1684,MHR.3197,YES,1684,,,
MHR.3198.BLEED.1684,MHR.3198,YES,1684,,,
MHR.3199.BLEED.1752,MHR.3199,NO,1752,,,
MHR.3200.BLEED.1752,MHR.3200,NO,1752,,,
MHR.3201.BLEED.1736,MHR.3201,NO,1736,,,
MHR.3202.BLEED.1736,MHR.3202,NO,1736,X60 INSTEAD OF X80,,
MHR.3203.BLEED.1734,MHR.3203,NO,1734,,,
MHR.3204.BLEED.1734,MHR.3204,NO,1734,X60 INSTEAD OF X80,,
MHR.3205.BLEED.1751,MHR.3205,NO,1751,,,
MHR.3206.BLEED.1751,MHR.3206,NO,1751,,,
MHR.3207.BLEED.636,MHR.3207,NO,636,,,
MHR.3208.BLEED.636,MHR.3208,NO,636,,,
MHR.3209.BLEED.1743,MHR.3209,NO,1743,,,
MHR.3210.BLEED.1743,MHR.3210,NO,1743,,,
MHR.3211.BLEED.1744,MHR.3211,NO,1744,,,
MHR.3212.BLEED.1744,MHR.3212,NO,1744,,,
MHR.3213.BLEED.1740,MHR.3213,NO,1740,,,
MHR.3214.BLEED.1740,MHR.3214,NO,1740,X60 INSTEAD OF X80,,
MHR.3215.BLEED.1708,MHR.3215,YES,1708,,,
MHR.3216.BLEED.1708,MHR.3216,YES,1708,X50 INSTEAD of x80,,
MHR.3217.BLEED.1713,MHR.3217,YES,1713,,,
MHR.3218.BLEED.1713,MHR.3218,YES,1713,,,
MHR.3219.BLEED.1721,MHR.3219,YES,1721,,,
MHR.3220.BLEED.1721,MHR.3220,YES,1721,,,
MHR.3221.BLEED.1720,MHR.3221,YES,1720,,,
MHR.3222.BLEED.1720,MHR.3222,YES,1720,X60 INSTEAD OF X80,,
MHR.3223.BLEED.1716,MHR.3223,YES,1716,,,
MHR.3224.BLEED.1716,MHR.3224,YES,1716,X50 INSTEAD of x80,,
MHR.3225.BLEED.1299a,MHR.3225,YES,1299A,,,
MHR.3226.BLEED.1299a,MHR.3226,YES,1299A,,,
MHR.3227.BLEED.1757,MHR.3227,YES,1757,,,
MHR.3228.BLEED.1757,MHR.3228,YES,1757,,,
MHR.3229.BLEED.1729,MHR.3229,NO,1729,,,
MHR.3230.BLEED.1729,MHR.3230,NO,1729,X60 INSTEAD OF X80,,
MHR.3231.BLEED.1746,MHR.3231,NO,1746,,,
MHR.3232.BLEED.1746,MHR.3232,NO,1746,X60 INSTEAD OF X80,,
MHR.3233.BLEED.1748,MHR.3233,NO,1748,,,
MHR.3234.BLEED.1748,MHR.3234,NO,1748,,,
MHR.3235.BLEED.1758,MHR.3235,NO,1758,,,
MHR.3236.BLEED.1758,MHR.3236,NO,1758,,,
MHR.3237.BLEED.1759,MHR.3237,NO,1759,,,
MHR.3238.BLEED.1759,MHR.3238,NO,1759,,,
MHR.3239.BLEED.1724,MHR.3239,NO,1724,,,
MHR.3240.BLEED.1724,MHR.3240,NO,1724,,,
MHR.3241.BLEED.1728,MHR.3241,NO,1728,,,
MHR.3242.BLEED.1728,MHR.3242,NO,1728,,,
MHR.3243.BLEED.1769,MHR.3243,NO,1769,,,
MHR.3244.BLEED.1769,MHR.3244,NO,1769,,,
MHR.3245.BLEED.1765,MHR.3245,NO,1765,,,
MHR.3246.BLEED.1765,MHR.3246,NO,1765,,,
MHR.3247.BLEED.1764,MHR.3247,NO,1764,,,
MHR.3248.BLEED.1764,MHR.3248,NO,1764,,,
MHR.3249.BLEED.1763,MHR.3249,NO,1763,,,
MHR.3250.BLEED.1763,MHR.3250,NO,1763,,,
MHR.3251.BLEED.1762,MHR.3251,NO,1762,,,
MHR.3252.BLEED.1762,MHR.3252,NO,1762,,,
MHR.3253.BLEED.1754,MHR.3253,YES,1754,,,
MHR.3254.BLEED.1754,MHR.3254,YES,1754,,,
MHR.3255.BLEED.1750,MHR.3255,YES,1750,,,
MHR.3256.BLEED.1750,MHR.3256,YES,1750,,,
MHR.3257.BLEED.1736,MHR.3257,YES,1736,,,
MHR.3258.BLEED.1736,MHR.3258,YES,1736,X60 INSTEAD OF X80,,
MHR.3259.BLEED.1752,MHR.3259,YES,1752,,,
MHR.3260.BLEED.1752,MHR.3260,YES,1752,,,
MHR.3261.BLEED.1747,MHR.3261,YES,1747,,,
MHR.3262.BLEED.1747,MHR.3262,YES,1747,X60 INSTEAD OF X80,,
MHR.3263.BLEED.1734,MHR.3263,YES,1734,,,
MHR.3264.BLEED.1734,MHR.3264,YES,1734,,,
MHR.3265.BLEED.1755,MHR.3265,YES,1755,,,
MHR.3266.BLEED.1755,MHR.3266,YES,1755,,,
MHR.3267.BLEED.1761,MHR.3267,NO,1761,,,
MHR.3268.BLEED.1761,MHR.3268,NO,1761,,,
MHR.3269.BLEED.1187,MHR.3269,NO,1187,,,
MHR.3270.BLEED.1187,MHR.3270,NO,1187,,,
MHR.3271.BLEED.1760,MHR.3271,NO,1760,,,
MHR.3272.BLEED.1760,MHR.3272,NO,1760,,,
MHR.3273.BLEED.1774,MHR.3273,NO,1774,,,
MHR.3274.BLEED.1774,MHR.3274,NO,1774,,,
MHR.3275.BLEED.1775,MHR.3275,NO,1775,,,
MHR.3276.BLEED.1775,MHR.3276,NO,1775,,,
MHR.3277.BLEED.1776,MHR.3277,NO,1776,,,
MHR.3278.BLEED.1776,MHR.3278,NO,1776,,,
MHR.3279.BLEED.1772,MHR.3279,NO,1772,,,
MHR.3280.BLEED.1772,MHR.3280,NO,1772,,,
MHR.3281.BLEED.1771,MHR.3281,NO,1771,,,
MHR.3282.BLEED.1771,MHR.3282,NO,1771,,,
MHR.3283.BLEED.1770,MHR.3283,NO,1770,,,
MHR.3284.BLEED.1770,MHR.3284,NO,1770,,,
MHR.3285.BLEED.1767,MHR.3285,NO,1767,,,
MHR.3286.BLEED.1767,MHR.3286,NO,1767,,,
MHR.3287.BLEED.1766,MHR.3287,NO,1766,,,
MHR.3288.BLEED.1766,MHR.3288,NO,1766,,,
MHR.3289.BLEED.1777,MHR.3289,NO,1777,,,
MHR.3290.BLEED.1777,MHR.3290,NO,1777,,,
MHR.3291.BLEED.1778,MHR.3291,NO,1778,,,
MHR.3292.BLEED.1778,MHR.3292,NO,1778,,,
MHR.3293.BLEED.1779,MHR.3293,NO,1779,,,
MHR.3294.BLEED.1779,MHR.3294,NO,1779,,,
MHR.3295.BLEED.1768,MHR.3295,NO,1768,,,
MHR.3296.BLEED.1768,MHR.3296,NO,1768,,,
MHR.3297.BLEED.1780,MHR.3297,NO,1780,,,
MHR.3298.BLEED.1780,MHR.3298,NO,1780,,,
MHR.3299.BLEED.1787,MHR.3299,NO,1787,,,
MHR.3300.BLEED.1787,MHR.3300,NO,1787,,,
MHR.3301.BLEED.1786,MHR.3301,NO,1786,,,
MHR.3302.BLEED.1786,MHR.3302,NO,1786,,,
MHR.3303.BLEED.1800,MHR.3303,NO,1800,,,
MHR.3304.BLEED.1800,MHR.3304,NO,1800,,,
MHR.3305.BLEED.1782,MHR.3305,NO,1782,,,
MHR.3306.BLEED.1782,MHR.3306,NO,1782,,,
MHR.3307.BLEED.1801,MHR.3307,NO,1801,,,
MHR.3308.BLEED.1801,MHR.3308,NO,1801,,,
MHR.3309.BLEED.1799,MHR.3309,NO,1799,,,
MHR.3310.BLEED.1799,MHR.3310,NO,1799,,,
MHR.3311.BLEED.1794,MHR.3311,NO,1794,,,
MHR.3312.BLEED.1794,MHR.3312,NO,1794,,,
MHR.3313.BLEED.1789,MHR.3313,NO,1789,,,
MHR.3314.BLEED.1789,MHR.3314,NO,1789,,,
MHR.3315.BLEED.1784,MHR.3315,NO,1784,,,
MHR.3316.BLEED.1784,MHR.3316,NO,1784,,,
MHR.3317.BLEED.1785,MHR.3317,NO,1785,,,
MHR.3318.BLEED.1785,MHR.3318,NO,1785,,,
MHR.3319.BLEED.1805,MHR.3319,NO,1805,,,
MHR.3320.BLEED.1805,MHR.3320,NO,1805,,,
MHR.3321.BLEED.1791,MHR.3321,NO,1791,,,
MHR.3322.BLEED.1791,MHR.3322,NO,1791,,,
MHR.3323.BLEED.1211,MHR.3323,NO,1211,,,
MHR.3324.BLEED.1211,MHR.3324,NO,1211,,,
MHR.3325.BLEED.1764,MHR.3325,YES,1764,,,
MHR.3326.BLEED.1764,MHR.3326,YES,1764,,,
MHR.3327.BLEED.1758,MHR.3327,YES,1758,,,
MHR.3328.BLEED.1758,MHR.3328,YES,1758,,,
MHR.3329.BLEED.1769,MHR.3329,YES,1769,,,
MHR.3330.BLEED.1769,MHR.3330,YES,1769,,,
MHR.3331.BLEED.1761,MHR.3331,YES,1761,,,
MHR.3332.BLEED.1761,MHR.3332,YES,1761,,,
MHR.3333.BLEED.1765,MHR.3333,YES,1765,,,
MHR.3334.BLEED.1765,MHR.3334,YES,1765,,,
MHR.3335.BLEED.1770,MHR.3335,YES,1770,,,
MHR.3336.BLEED.1770,MHR.3336,YES,1770,,,
MHR.3337.BLEED.1762,MHR.3337,YES,1762,,,
MHR.3338.BLEED.1762,MHR.3338,YES,1762,X60 INSTEAD OF X80,,
MHR.3339.BLEED.1763,MHR.3339,YES,1763,,,
MHR.3340.BLEED.1763,MHR.3340,YES,1763,X60 INSTEAD OF X80,,
MHR.3341.BLEED.1790,MHR.3341,NO,1790,,,
MHR.3342.BLEED.1790,MHR.3342,NO,1790,,,
MHR.3343.BLEED.1228,MHR.3343,NO,1228,,,
MHR.3344.BLEED.1228,MHR.3344,NO,1228,,,
MHR.3345.BLEED.1248,MHR.3345,NO,1248,,,
MHR.3346.BLEED.1248,MHR.3346,NO,1248,,,
MHR.3347.BLEED.1219,MHR.3347,NO,1219,,,
MHR.3348.BLEED.1219,MHR.3348,NO,1219,,,
MHR.3349.BLEED.1233,MHR.3349,NO,1233,,,
MHR.3350.BLEED.1233,MHR.3350,NO,1233,,,
MHR.3351.BLEED.1236,MHR.3351,NO,1236,,,
MHR.3352.BLEED.1236,MHR.3352,NO,1236,,,
MHR.3353.BLEED.1224,MHR.3353,NO,1224,,,
MHR.3354.BLEED.1224,MHR.3354,NO,1224,,,
MHR.3355.BLEED.1216,MHR.3355,NO,1216,,,
MHR.3356.BLEED.1216,MHR.3356,NO,1216,,,
MHR.3357.BLEED.1239,MHR.3357,NO,1239,OTHER SETTINGS,,
MHR.3358.BLEED.1239,MHR.3358,NO,1239,OTHER SETTINGS,,
MHR.3359.BLEED.1743,MHR.3359,YES,1743,,,
MHR.3360.BLEED.1743,MHR.3360,YES,1743,,,
MHR.3361.BLEED.1794,MHR.3361,YES,1794,,,
MHR.3362.BLEED.1794,MHR.3362,YES,1794,,,
MHR.3363.BLEED.1771,MHR.3363,YES,1771,,,
MHR.3364.BLEED.1771,MHR.3364,YES,1771,,,
MHR.3365.BLEED.1772,MHR.3365,YES,1772,,,
MHR.3366.BLEED.1772,MHR.3366,YES,1772,,,
MHR.3367.BLEED.1776,MHR.3367,YES,1776,,,
MHR.3368.BLEED.1776,MHR.3368,YES,1776,,,
MHR.3369.BLEED.1775,MHR.3369,YES,1775,,,
MHR.3370.BLEED.1775,MHR.3370,YES,1775,,,
MHR.3371.BLEED.1751,MHR.3371,YES,1751,,,
MHR.3372.BLEED.1751,MHR.3372,YES,1751,,,
MHR.3373.BLEED.1774,MHR.3373,YES,1774,,,
MHR.3374.BLEED.1774,MHR.3374,YES,1774,X60 INSTEAD OF X80,,
MHR.3375.BLEED.1804,MHR.3375,NO,1804,,,
MHR.3376.BLEED.1804,MHR.3376,NO,1804,,,
MHR.3377.BLEED.1803,MHR.3377,NO,1803,,,
MHR.3378.BLEED.1803,MHR.3378,NO,1803,,,
MHR.3379.BLEED.1711,MHR.3379,NO,1711,,,
MHR.3380.BLEED.1711,MHR.3380,NO,1711,,,
MHR.3381.BLEED.1767,MHR.3381,YES,1767,,,
MHR.3382.BLEED.1767,MHR.3382,YES,1767,,,
MHR.3383.BLEED.1787,MHR.3383,YES,1787,,,
MHR.3384.BLEED.1787,MHR.3384,YES,1787,X60 INSTEAD OF X80,,
MHR.3385.BLEED.1789,MHR.3385,YES,1789,,,
MHR.3386.BLEED.1789,MHR.3386,YES,1789,,,
MHR.3387.BLEED.1766,MHR.3387,YES,1766,,,
MHR.3388.BLEED.1766,MHR.3388,YES,1766,,,
MHR.3389.BLEED.1782,MHR.3389,YES,1782,,,
MHR.3390.BLEED.1782,MHR.3390,YES,1782,,,
MHR.3391.BLEED.1799,MHR.3391,YES,1799,,,
MHR.3392.BLEED.1799,MHR.3392,YES,1799,,,
MHR.3393.BLEED.1777,MHR.3393,YES,1777,,,
MHR.3394.BLEED.1777,MHR.3394,YES,1777,X60 INSTEAD OF X80,,
MHR.3395.BLEED.1805,MHR.3395,YES,1805,,,
MHR.3396.BLEED.1805,MHR.3396,YES,1805,,,
MHR.3397.BLEED.1690,MHR.3397,NO,1690,,,
MHR.3398.BLEED.1690,MHR.3398,NO,1690,X60 INSTEAD OF X80,,
MHR.3399.BLEED.1507,MHR.3399,NO,1507,,,
MHR.3400.BLEED.1507,MHR.3400,NO,1507,X60 INSTEAD OF X80,,
MHR.3401.BLEED.1780,MHR.3401,YES,1780,,,
MHR.3402.BLEED.1780,MHR.3402,YES,1780,,,
MHR.3403.BLEED.1216,MHR.3403,YES,1216,,,
MHR.3404.BLEED.1216,MHR.3404,YES,1216,,,
MHR.3405.BLEED.1740,MHR.3405,YES,1740,,,
MHR.3406.BLEED.1740,MHR.3406,YES,1740,X60 INSTEAD OF X80,,
MHR.3407.BLEED.1676,MHR.3407,YES,1676,,,
MHR.3408.BLEED.1676,MHR.3408,YES,1676,,,
MHR.3409.BLEED.1801,MHR.3409,YES,1801,,,
MHR.3410.BLEED.1801,MHR.3410,YES,1801,,,
MHR.3411.BLEED.1248,MHR.3411,YES,1248,,,
MHR.3412.BLEED.1248,MHR.3412,YES,1248,,,
MHR.3413.BLEED.1219,MHR.3413,YES,1219,,,
MHR.3414.BLEED.1219,MHR.3414,YES,1219,,,
MHR.3415.BLEED.1791,MHR.3415,YES,1791,,,
MHR.3416.BLEED.1791,MHR.3416,YES,1791,,,
MHR.3417.BLEED.1790,MHR.3417,YES,1790,,,
MHR.3418.BLEED.1790,MHR.3418,YES,1790,,,
MHR.3419.BLEED.1642,MHR.3419,YES,1642,,,
MHR.3420.BLEED.1642,MHR.3420,YES,1642,,,
MHR.3421.BLEED.1228,MHR.3421,YES,1228,,,
MHR.3422.BLEED.1228,MHR.3422,YES,1228,,,
MHR.3423.BLEED.1299,MHR.3423,NO,1299,,,
MHR.3424.BLEED.1299,MHR.3424,NO,1299,,,
MHR.3425.BLEED.1800,MHR.3425,YES,1800,,,
MHR.3426.BLEED.1800,MHR.3426,YES,1800,,,
MHR.3427.BLEED.1631,MHR.3427,YES,1631,,,
MHR.3428.BLEED.1631,MHR.3428,YES,1631,,,
MHR.3429.BLEED.1759,MHR.3429,YES,1759,,,
MHR.3430.BLEED.1759,MHR.3430,YES,1759,,,
MHR.3431.BLEED.1302,MHR.3431,YES,1302,,,
MHR.3432.BLEED.1302,MHR.3432,YES,1302,,,
MHR.3433.BLEED.1299,MHR.3433,YES,1299,,,
MHR.3434.BLEED.1299,MHR.3434,YES,1299,,,
MHR.3435.SG_119,MHR.3435,NO,SG_119,,,
MHR.3436.SG_119,MHR.3436,NO,SG_119,,,
MHR.3437.SG_119,MHR.3437,NO,SG_119,,,
MHR.3438.SG_119,MHR.3438,NO,SG_119,,,
MHR.3439.BLEED.1423,MHR.3439,YES,1423,,,
MHR.3440.BLEED.1423,MHR.3440,YES,1423,X60 INSTEAD OF X80,,
MHR.3441.BLEED.1760,MHR.3441,YES,1760,,,
MHR.3442.BLEED.1760,MHR.3442,YES,1760,,,
MHR.3443.BLEED.1785,MHR.3443,YES,1785,,,
MHR.3444.BLEED.1785,MHR.3444,YES,1785,,,
MHR.3445.BLEED.1784,MHR.3445,YES,1784,,,
